"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.83011391778108","0.1463059214744259","0.35334266713335666","0.04196165314587463","347","6","false","0","18.959654178674352","0","347","0","0.9982486948155205","false","0","0","12291614","0.012579327365258446"
"3.825903912828133","2.7832744209034602E-6","0.26137614085054045","0.41911764705882354","17","7","false","1","48.23529411764706","0","17","0","0.9972957857293511","false","0","1","158","0.13900661129004915"
"3.8276374442793464","7.595021178512074E-8","0.26125776397515527","0.8888888888888888","10","7","false","2","49.9","0","10","0","0.9972941268475796","false","0","2","10","0.14380403458213256"
"3.825903912828133","1.6850656559280461E-6","0.26137614085054045","0.6323529411764706","17","7","false","3","59.76470588235294","0","17","0","0.9972957857293511","false","0","3","100","0.17223258179352433"
"3.8276374442793464","1.8403320547933104E-7","0.26125776397515527","0.8666666666666667","10","7","false","4","42.6","0","10","0","0.9972941268475796","false","0","4","12","0.12276657060518732"
"3.8268945022288263","2.205964164092193E-6","0.2613084837895554","0.3333333333333333","13","7","false","5","50.61538461538461","0","13","0","0.9972948377969101","false","0","5","104","0.1458656617158058"
"3.82862803368004","2.4537760730577472E-8","0.2611901681759379","0.9333333333333333","6","7","false","6","63.5","0","6","0","0.9972931789151388","false","0","6","2","0.1829971181556196"
"3.6394254581475978","1.702984836730348E-4","0.2747686445291236","0.43157894736842106","20","7","false","7","45.9","0","20","0","0.997474234011342","false","0","7","111204","0.1002183406113537"
"3.828132738979693","2.7604980821899654E-7","0.2612239617026782","0.6785714285714286","8","7","false","8","48.375","0","8","0","0.9972936528813591","false","0","8","18","0.1394092219020173"
"3.815998018821199","1.6454236303026902E-5","0.2620546433902265","0.39724310776942356","57","7","false","9","42.40350877192982","0","57","0","0.9973052650537597","false","0","9","1924","0.1222003134637747"
"3.8276374442793464","4.986739552037655E-8","0.26125776397515527","0.8222222222222222","10","7","false","10","79.1","0","10","0","0.9972941268475796","false","0","10","16","0.22795389048991355"
"3.8298662704309065","0.0","0.26110572259941806","0.0","1","7","false","11","347.0","0","1","0","0.9972919939995876","false","0","11","0","0.0"
"3.8298662704309065","0.0","0.26110572259941806","0.0","1","7","false","12","347.0","0","1","0","0.9972919939995876","false","0","12","0","0.0"
"3.822436849925706","1.7622717578436846E-6","0.2616132167152575","0.6516129032258065","31","7","false","13","54.54838709677419","0","31","0","0.9972991034928941","false","0","13","324","0.15719996281491122"
"3.8263992075284796","5.582871686568508E-7","0.2613423079412336","0.7428571428571429","15","7","false","14","38.666666666666664","0","15","0","0.9972953117631306","false","0","14","54","0.11143131604226705"
"3.8298662704309065","0.0","0.26110572259941806","0.0","1","7","false","15","347.0","0","1","0","0.9972919939995876","false","0","15","0","0.0"
"3.8278850916295197","1.9979459275532697E-7","0.2612408617454875","0.6666666666666666","9","7","false","16","66.88888888888889","0","9","0","0.9972938898644694","false","0","16","24","0.19276336855587575"
"3.8268945022288263","4.1066669000480344E-7","0.2613084837895554","0.7307692307692307","13","7","false","17","42.76923076923077","0","13","0","0.9972948377969101","false","0","17","42","0.12325426734648637"
"3.8298662704309065","0.0","0.26110572259941806","0.0","1","7","false","18","347.0","0","1","0","0.9972919939995876","false","0","18","0","0.0"
"3.8261515601783063","5.062957964075819E-6","0.2613592233009709","0.2833333333333333","16","7","false","19","33.125","0","16","0","0.9972955487462409","false","0","19","172","0.09546109510086455"
"3.8263992075284796","6.793693332142837E-7","0.2613423079412336","0.6857142857142857","15","7","false","20","37.4","0","15","0","0.9972953117631306","false","0","20","66","0.10778097982708934"
"3.628281327389797","9.380243844653223E-4","0.2756125861715924","0.3490384615384615","65","7","false","21","42.4","0","65","0","0.9974848982513017","false","0","21","680968","0.0925764192139738"
"3.827389796929173","6.703002200833232E-7","0.2612746683921061","0.4727272727272727","11","7","false","22","53.72727272727273","0","11","0","0.9972943638306899","false","0","22","58","0.1548336389834949"
"3.825903912828133","6.860348937590618E-6","0.26137614085054045","0.16911764705882354","17","7","false","23","28.11764705882353","0","17","0","0.9972957857293511","false","0","23","226","0.08103068316663842"
"3.8261515601783063","1.3673472422981514E-7","0.2613592233009709","0.9","16","7","false","24","41.625","0","16","0","0.9972955487462409","false","0","24","24","0.11995677233429394"
"3.8130262506191186","5.388083139455859E-5","0.26225888160031174","0.2885763000852515","69","7","false","25","36.94202898550725","0","69","0","0.9973081088510822","false","0","25","3338","0.10646117863258572"
"3.813273897969292","1.935436798204632E-5","0.26224184959085595","0.4113257243195786","68","7","false","26","42.279411764705884","0","68","0","0.9973078718679719","false","0","26","2682","0.12184268520088151"
"3.828875681030213","3.067220091322184E-8","0.26117327469115836","0.9","5","7","false","27","94.6","0","5","0","0.9972929419320284","false","0","27","2","0.27262247838616716"
"3.8268945022288263","3.812160659244892E-7","0.2613084837895554","0.7692307692307693","13","7","false","28","41.76923076923077","0","13","0","0.9972948377969101","false","0","28","36","0.12037242296608291"
"3.8268945022288263","1.3954817951917517E-6","0.2613084837895554","0.46153846153846156","13","7","false","29","54.0","0","13","0","0.9972948377969101","false","0","29","84","0.15561959654178675"
"3.825903912828133","1.3694627409316544E-6","0.26137614085054045","0.5","17","7","false","30","59.23529411764706","0","17","0","0.9972957857293511","false","0","30","136","0.1707068994744872"
"3.824418028727093","4.932641252790837E-6","0.2614776921582594","0.43478260869565216","23","7","false","31","50.04347826086956","0","23","0","0.9972972076280124","false","0","31","286","0.14421751660192958"
"3.82862803368004","0.0","0.2611901681759379","1.0","6","7","false","32","66.66666666666667","0","6","0","0.9972931789151388","false","0","32","0","0.19212295869356388"
"3.829618623080733","0.0","0.26112260734609416","1.0","2","7","false","33","174.5","0","2","0","0.9972922309826979","false","0","33","0","0.5028818443804035"
"3.2969291728578503","0.003602088128196279","0.3033125516412529","0.6","5","6","false","34","172.4","0","5","0","0.9978019816527677","false","0","34","380538","0.24145658263305322"
"3.829618623080733","0.0","0.26112260734609416","1.0","2","7","false","35","179.5","0","2","0","0.9972922309826979","false","0","35","0","0.5172910662824207"
"3.827389796929173","2.726417858953052E-8","0.2612746683921061","0.9636363636363636","11","7","false","36","45.18181818181818","0","11","0","0.9972943638306899","false","0","36","4","0.13020696882368352"
"3.8298662704309065","0.0","0.26110572259941806","0.0","1","7","false","37","347.0","0","1","0","0.9972919939995876","false","0","37","0","0.0"
"3.8278850916295197","7.344481172858835E-7","0.2612408617454875","0.3611111111111111","9","7","false","38","64.11111111111111","0","9","0","0.9972938898644694","false","0","38","46","0.18475824527697726"
"3.8263992075284796","9.548632622274015E-7","0.2613423079412336","0.49523809523809526","15","7","false","39","57.53333333333333","0","15","0","0.9972953117631306","false","0","39","106","0.16580211335254563"
"3.8192174343734524","1.3796059569123122E-5","0.26183374400207493","0.4048625792811839","44","7","false","40","45.25","0","44","0","0.9973021842733267","false","0","40","1126","0.1304034582132565"
"3.8241703813769194","4.673274954378314E-6","0.26149462504856885","0.4673913043478261","24","7","false","41","27.791666666666668","0","24","0","0.9972974446111226","false","0","41","294","0.08009125840537944"
"3.829618623080733","0.0","0.26112260734609416","1.0","2","7","false","42","174.5","0","2","0","0.9972922309826979","false","0","42","0","0.5028818443804035"
"3.8298662704309065","0.0","0.26110572259941806","0.0","1","7","false","43","347.0","0","1","0","0.9972919939995876","false","0","43","0","0.0"
"3.82862803368004","0.0","0.2611901681759379","1.0","6","7","false","44","74.0","0","6","0","0.9972931789151388","false","0","44","0","0.2132564841498559"
"3.8271421495789997","3.024345740550709E-7","0.2612915749967646","0.7272727272727273","12","7","false","45","66.25","0","12","0","0.9972946008138","false","0","45","36","0.1909221902017291"
"3.828875681030213","0.0","0.26117327469115836","1.0","5","7","false","46","79.4","0","5","0","0.9972929419320284","false","0","46","0","0.22881844380403457"
"3.829618623080733","0.0","0.26112260734609416","1.0","2","7","false","47","175.0","0","2","0","0.9972922309826979","false","0","47","0","0.5043227665706052"
"3.824665676077266","5.290853618548989E-6","0.26146076146076147","0.329004329004329","22","7","false","48","43.72727272727273","0","22","0","0.9972969706449021","false","0","48","310","0.1260151951794603"
"3.8291233283803865","1.8403320547933104E-7","0.2611563833915405","0.5","4","7","false","49","89.0","0","4","0","0.9972927049489183","false","0","49","6","0.2564841498559078"
"3.827389796929173","5.135467952242276E-7","0.2612746683921061","0.5636363636363636","11","7","false","50","63.54545454545455","0","11","0","0.9972943638306899","false","0","50","48","0.18312811108200158"
"3.8283803863298664","9.201660273966552E-8","0.2612070638463031","0.8571428571428571","7","7","false","51","69.0","0","7","0","0.9972934158982489","false","0","51","6","0.1988472622478386"
"3.829618623080733","0.0","0.26112260734609416","1.0","2","7","false","52","176.0","0","2","0","0.9972922309826979","false","0","52","0","0.5072046109510087"
"3.822436849925706","1.0849233385514972E-5","0.2616132167152575","0.3827956989247312","31","7","false","53","32.483870967741936","0","31","0","0.9972991034928941","false","0","53","574","0.09361346100213815"
"3.828132738979693","3.612016802780838E-7","0.2612239617026782","0.5714285714285714","8","7","false","54","68.875","0","8","0","0.9972936528813591","false","0","54","24","0.1984870317002882"
"3.825903912828133","1.8160988132495756E-7","0.26137614085054045","0.8308823529411765","17","7","false","55","70.82352941176471","0","17","0","0.9972957857293511","false","0","55","46","0.20410239023563315"
"3.6250619118375433","0.0010850657064421798","0.27585735756250856","0.34865134865134867","78","7","false","56","40.666666666666664","0","78","0","0.9974879790317345","false","0","56","817824","0.08879184861717612"
"3.8263992075284796","1.5359027152243021E-6","0.2613423079412336","0.5238095238095238","15","7","false","57","46.8","0","15","0","0.9972953117631306","false","0","57","100","0.13487031700288185"
"2.5163447251114412","0.08436020590796615","0.3974018305284913","0.2727272727272727","12","5","false","58","250.33333333333334","0","12","0","0.9985489524161614","false","0","58","5015272","0.08587851750171585"
"3.825408618127786","7.274796871349584E-7","0.2614099825208778","0.7777777777777778","19","7","false","59","57.578947368421055","0","19","0","0.9972962596955716","false","0","59","76","0.1659335659032307"
"3.828132738979693","7.546141619678459E-8","0.2612239617026782","0.6785714285714286","8","7","false","60","87.625","0","8","0","0.9972936528813591","false","0","60","18","0.25252161383285304"
"3.82937097573056","6.134440182644368E-8","0.2611394942766604","0.6666666666666666","3","7","false","61","123.0","0","3","0","0.9972924679658081","false","0","61","2","0.35446685878962536"
"3.8236750866765727","2.8660815656610625E-6","0.26152849740932643","0.5230769230769231","26","7","false","62","52.11538461538461","0","26","0","0.9972979185773431","false","0","62","310","0.150188428286411"
"3.82862803368004","0.0","0.2611901681759379","1.0","6","7","false","63","101.16666666666667","0","6","0","0.9972931789151388","false","0","63","0","0.2915465898174832"
"3.5837048043585935","1.2821395685548784E-5","0.2790408403012922","0.9523809523809523","7","6","false","64","66.57142857142857","0","7","0","0.9975275552111401","false","0","64","3110","0.184408389394539"
"3.8271421495789997","6.893923913652613E-7","0.2612915749967646","0.5","12","7","false","65","63.5","0","12","0","0.9972946008138","false","0","65","66","0.1829971181556196"
"3.8263992075284796","9.542251505382869E-8","0.2613423079412336","0.8761904761904762","15","7","false","66","72.46666666666667","0","15","0","0.9972953117631306","false","0","66","26","0.20883765609990393"
"3.62555720653789","9.11852070588205E-4","0.27581967213114755","0.36140350877192984","76","7","false","67","41.69736842105263","0","76","0","0.997487505065514","false","0","67","768224","0.09104228912893587"
"3.8278850916295197","1.4722656438346484E-7","0.2612408617454875","0.8333333333333334","9","7","false","68","48.77777777777778","0","9","0","0.9972938898644694","false","0","68","12","0.14056996477745756"
"3.8276374442793464","1.9840927984607338E-7","0.26125776397515527","0.6444444444444445","10","7","false","69","75.0","0","10","0","0.9972941268475796","false","0","69","32","0.21613832853025935"
"3.829618623080733","0.0","0.26112260734609416","1.0","2","7","false","70","178.0","0","2","0","0.9972922309826979","false","0","70","0","0.5129682997118156"
"3.82937097573056","0.0","0.2611394942766604","1.0","3","7","false","71","120.0","0","3","0","0.9972924679658081","false","0","71","0","0.345821325648415"
"3.8241703813769194","1.8125106130858043E-6","0.26149462504856885","0.605072463768116","24","7","false","72","56.583333333333336","0","24","0","0.9972974446111226","false","0","72","218","0.16306436119116235"
"3.8276374442793464","6.016664242341217E-7","0.26125776397515527","0.5333333333333333","10","7","false","73","55.5","0","10","0","0.9972941268475796","false","0","73","42","0.15994236311239193"
"3.8298662704309065","0.0","0.26110572259941806","0.0","1","7","false","74","347.0","0","1","0","0.9972919939995876","false","0","74","0","0.0"
"3.826646854878653","2.5490958649817383E-7","0.26132539477090344","0.7582417582417582","14","7","false","75","68.78571428571429","0","14","0","0.9972950747800204","false","0","75","44","0.1982297241663236"
"3.82937097573056","0.0","0.2611394942766604","1.0","3","7","false","76","140.0","0","3","0","0.9972924679658081","false","0","76","0","0.4034582132564842"
"3.82862803368004","2.556016742768486E-7","0.2611901681759379","0.6","6","7","false","77","77.33333333333333","0","6","0","0.9972931789151388","false","0","77","12","0.2228626320845341"
"3.8278850916295197","0.0","0.2612408617454875","1.0","9","7","false","78","46.888888888888886","0","9","0","0.9972938898644694","false","0","78","0","0.1351264809478066"
"3.8271421495789997","2.0870669696912043E-8","0.2612915749967646","0.9393939393939394","12","7","false","79","82.75","0","12","0","0.9972946008138","false","0","79","8","0.23847262247838616"
"3.7325408618127787","1.596017223936377E-4","0.2679140127388535","0.5217391304347826","23","7","false","80","35.78260869565217","0","23","0","0.9973851283619016","false","0","80","18134","0.10136716344377386"
"3.82937097573056","6.134440182644368E-8","0.2611394942766604","0.6666666666666666","3","7","false","81","118.33333333333333","0","3","0","0.9972924679658081","false","0","81","2","0.3410182516810759"
"3.821693907875186","7.3592283705503054E-6","0.26166407465007774","0.41711229946524064","34","7","false","82","42.38235294117647","0","34","0","0.9972998144422247","false","0","82","654","0.12213934565180538"
"3.8283803863298664","9.201660273966552E-8","0.2612070638463031","0.8571428571428571","7","7","false","83","69.0","0","7","0","0.9972934158982489","false","0","83","6","0.1988472622478386"
"3.8268945022288263","1.3929533620512854E-6","0.2613084837895554","0.4230769230769231","13","7","false","84","53.53846153846154","0","13","0","0.9972948377969101","false","0","84","90","0.15428951452006207"
"3.826646854878653","5.032627527050142E-7","0.26132539477090344","0.6483516483516484","14","7","false","85","58.07142857142857","0","14","0","0.9972950747800204","false","0","85","64","0.16735282009057226"
"3.82862803368004","0.0","0.2611901681759379","1.0","6","7","false","86","68.33333333333333","0","6","0","0.9972931789151388","false","0","86","0","0.19692603266090297"
"3.6411589895988112","4.625863702493706E-5","0.27463782901448686","0.6410256410256411","13","7","false","87","62.84615384615385","0","13","0","0.9974725751295705","false","0","87","49384","0.13721867651998657"
"3.825160970777613","4.549846123020854E-6","0.2614269066424964","0.3368421052631579","20","7","false","88","45.5","0","20","0","0.9972964966786816","false","0","88","252","0.13112391930835735"
"3.828132738979693","3.312597698627958E-7","0.2612239617026782","0.6785714285714286","8","7","false","89","49.875","0","8","0","0.9972936528813591","false","0","89","18","0.14373198847262247"
